設立別,學程別,群科別,畢業生人數,正在接受職業訓練人數,正在軍中服役人數,需要工作而未找到人數,補習或準備升學人數,健康不良在家休養人數,準備出國人數,其他人數,正在接受職業訓練比率,正在軍中服役比率,需要工作而未找到比率,補習或準備升學比率,健康不良在家休養比率,準備出國比率,其他比率
國立,綜合高中,藝術群,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
國立,綜合高中,其他(綜合),82 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0.00 ,1.22 ,2.44 ,0.00 ,0.00 ,0.00 ,0.00 
國立,實用技能學程,機械群,278 ,0 ,12 ,0 ,2 ,0 ,0 ,2 ,0.00 ,4.32 ,0.00 ,0.72 ,0.00 ,0.00 ,0.72 
國立,實用技能學程,動力機械群,117 ,0 ,1 ,6 ,2 ,0 ,0 ,0 ,0.00 ,0.85 ,5.13 ,1.71 ,0.00 ,0.00 ,0.00 
國立,實用技能學程,電機與電子群,362 ,1 ,23 ,8 ,1 ,0 ,0 ,3 ,0.28 ,6.35 ,2.21 ,0.28 ,0.00 ,0.00 ,0.83 
國立,實用技能學程,土木與建築群,69 ,1 ,2 ,1 ,0 ,0 ,0 ,1 ,1.45 ,2.90 ,1.45 ,0.00 ,0.00 ,0.00 ,1.45 
國立,實用技能學程,商業與管理群,314 ,1 ,6 ,12 ,1 ,1 ,0 ,0 ,0.32 ,1.91 ,3.82 ,0.32 ,0.32 ,0.00 ,0.00 
國立,實用技能學程,設計群,148 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0.00 ,0.00 ,2.70 ,0.00 ,0.00 ,0.00 ,0.00 
國立,實用技能學程,農業群,131 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0.00 ,0.00 ,3.05 ,0.00 ,0.00 ,0.00 ,0.00 
國立,實用技能學程,食品群,181 ,0 ,7 ,9 ,0 ,0 ,0 ,0 ,0.00 ,3.87 ,4.97 ,0.00 ,0.00 ,0.00 ,0.00 
國立,實用技能學程,餐旅群,316 ,0 ,4 ,11 ,0 ,1 ,0 ,0 ,0.00 ,1.27 ,3.48 ,0.00 ,0.32 ,0.00 ,0.00 
國立,實用技能學程,水產群,24 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0.00 ,4.17 ,8.33 ,0.00 ,0.00 ,0.00 ,0.00 
國立,實用技能學程,海事群,21 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
國立,實用技能學程,美容造型群,157 ,2 ,1 ,3 ,0 ,0 ,0 ,1 ,1.27 ,0.64 ,1.91 ,0.00 ,0.00 ,0.00 ,0.64 
國立,進修部,普通科,77 ,0 ,3 ,0 ,3 ,0 ,1 ,4 ,0.00 ,3.90 ,0.00 ,3.90 ,0.00 ,1.30 ,5.19 
國立,進修部,機械群,250 ,1 ,14 ,9 ,0 ,0 ,0 ,1 ,0.40 ,5.60 ,3.60 ,0.00 ,0.00 ,0.00 ,0.40 
國立,進修部,動力機械群,112 ,0 ,8 ,5 ,1 ,0 ,0 ,1 ,0.00 ,7.14 ,4.46 ,0.89 ,0.00 ,0.00 ,0.89 
國立,進修部,電機與電子群,299 ,0 ,23 ,10 ,1 ,1 ,0 ,1 ,0.00 ,7.69 ,3.34 ,0.33 ,0.33 ,0.00 ,0.33 
國立,進修部,化工群,13 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,0.00 ,7.69 ,7.69 ,7.69 ,7.69 ,0.00 ,0.00 
國立,進修部,土木與建築群,26 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0.00 ,7.69 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
國立,進修部,商業與管理群,668 ,1 ,16 ,27 ,3 ,8 ,0 ,25 ,0.15 ,2.40 ,4.04 ,0.45 ,1.20 ,0.00 ,3.74 
國立,進修部,設計群,150 ,0 ,3 ,8 ,1 ,0 ,0 ,1 ,0.00 ,2.00 ,5.33 ,0.67 ,0.00 ,0.00 ,0.67 
國立,進修部,農業群,41 ,0 ,5 ,2 ,0 ,0 ,0 ,1 ,0.00 ,12.20 ,4.88 ,0.00 ,0.00 ,0.00 ,2.44 
國立,進修部,食品群,97 ,1 ,1 ,4 ,0 ,1 ,0 ,2 ,1.03 ,1.03 ,4.12 ,0.00 ,1.03 ,0.00 ,2.06 
國立,進修部,家政群,143 ,1 ,4 ,2 ,0 ,3 ,0 ,1 ,0.70 ,2.80 ,1.40 ,0.00 ,2.10 ,0.00 ,0.70 
國立,進修部,餐旅群,133 ,0 ,1 ,4 ,0 ,1 ,0 ,2 ,0.00 ,0.75 ,3.01 ,0.00 ,0.75 ,0.00 ,1.50 
縣市立,普通科,普通科,46052 ,26 ,145 ,11 ,1249 ,13 ,25 ,33 ,0.06 ,0.31 ,0.02 ,2.71 ,0.03 ,0.05 ,0.07 
縣市立,專業群科,機械群,2295 ,2 ,13 ,17 ,6 ,0 ,1 ,1 ,0.09 ,0.57 ,0.74 ,0.26 ,0.00 ,0.04 ,0.04 
縣市立,專業群科,動力機械群,762 ,0 ,6 ,3 ,8 ,0 ,0 ,1 ,0.00 ,0.79 ,0.39 ,1.05 ,0.00 ,0.00 ,0.13 
縣市立,專業群科,電機與電子群,3542 ,0 ,23 ,14 ,28 ,0 ,1 ,9 ,0.00 ,0.65 ,0.40 ,0.79 ,0.00 ,0.03 ,0.25 
縣市立,專業群科,化工群,502 ,0 ,1 ,1 ,1 ,0 ,0 ,1 ,0.00 ,0.20 ,0.20 ,0.20 ,0.00 ,0.00 ,0.20 
縣市立,專業群科,土木與建築群,646 ,2 ,4 ,4 ,5 ,0 ,0 ,0 ,0.31 ,0.62 ,0.62 ,0.77 ,0.00 ,0.00 ,0.00 
縣市立,專業群科,商業與管理群,3594 ,1 ,6 ,11 ,34 ,1 ,4 ,3 ,0.03 ,0.17 ,0.31 ,0.95 ,0.03 ,0.11 ,0.08 
縣市立,專業群科,外語群,615 ,0 ,1 ,3 ,6 ,0 ,1 ,2 ,0.00 ,0.16 ,0.49 ,0.98 ,0.00 ,0.16 ,0.33 
縣市立,專業群科,設計群,1230 ,1 ,5 ,2 ,12 ,0 ,3 ,0 ,0.08 ,0.41 ,0.16 ,0.98 ,0.00 ,0.24 ,0.00 
縣市立,專業群科,農業群,286 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0.00 ,0.00 ,0.00 ,0.70 ,0.00 ,0.00 ,0.00 
縣市立,專業群科,食品群,126 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0.00 ,0.00 ,0.00 ,0.79 ,0.00 ,0.00 ,0.00 
縣市立,專業群科,家政群,493 ,0 ,0 ,1 ,4 ,0 ,1 ,0 ,0.00 ,0.00 ,0.20 ,0.81 ,0.00 ,0.20 ,0.00 
縣市立,專業群科,餐旅群,245 ,0 ,1 ,1 ,2 ,0 ,0 ,1 ,0.00 ,0.41 ,0.41 ,0.82 ,0.00 ,0.00 ,0.41 
縣市立,專業群科,藝術群,111 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,0.00 ,0.00 ,4.50 ,0.90 ,0.00 ,0.00 ,0.00 
縣市立,專業群科,服務群,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
縣市立,專業群科,其他(綜合),516 ,36 ,1 ,67 ,12 ,8 ,0 ,40 ,6.98 ,0.19 ,12.98 ,2.33 ,1.55 ,0.00 ,7.75 
縣市立,綜合高中,學術學程,1935 ,0 ,5 ,1 ,62 ,0 ,1 ,1 ,0.00 ,0.26 ,0.05 ,3.20 ,0.00 ,0.05 ,0.05 
縣市立,綜合高中,機械群,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
縣市立,綜合高中,電機與電子群,149 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0.00 ,0.00 ,0.00 ,1.34 ,0.00 ,0.00 ,0.00 
縣市立,綜合高中,化工群,13 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0.00 ,0.00 ,0.00 ,7.69 ,0.00 ,0.00 ,0.00 
縣市立,綜合高中,土木與建築群,46 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
縣市立,綜合高中,商業與管理群,175 ,0 ,2 ,1 ,0 ,1 ,0 ,1 ,0.00 ,1.14 ,0.57 ,0.00 ,0.57 ,0.00 ,0.57 
縣市立,綜合高中,外語群,27 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
縣市立,綜合高中,設計群,140 ,2 ,1 ,0 ,1 ,0 ,0 ,0 ,1.43 ,0.71 ,0.00 ,0.71 ,0.00 ,0.00 ,0.00 
縣市立,綜合高中,農業群,13 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
縣市立,綜合高中,餐旅群,103 ,0 ,6 ,2 ,1 ,0 ,0 ,1 ,0.00 ,5.83 ,1.94 ,0.97 ,0.00 ,0.00 ,0.97 
縣市立,綜合高中,藝術群,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
縣市立,綜合高中,其他(綜合),9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
縣市立,實用技能學程,機械群,62 ,0 ,4 ,1 ,1 ,0 ,0 ,0 ,0.00 ,6.45 ,1.61 ,1.61 ,0.00 ,0.00 ,0.00 
縣市立,實用技能學程,動力機械群,32 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
縣市立,實用技能學程,電機與電子群,124 ,0 ,5 ,6 ,5 ,0 ,0 ,1 ,0.00 ,4.03 ,4.84 ,4.03 ,0.00 ,0.00 ,0.81 
縣市立,實用技能學程,土木與建築群,17 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0.00 ,0.00 ,5.88 ,5.88 ,0.00 ,0.00 ,0.00 
縣市立,實用技能學程,商業與管理群,31 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,25.81 
縣市立,實用技能學程,設計群,22 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0.00 ,0.00 ,9.09 ,0.00 ,4.55 ,0.00 ,0.00 
縣市立,實用技能學程,食品群,20 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,5.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,10.00 
縣市立,實用技能學程,餐旅群,63 ,2 ,0 ,0 ,0 ,0 ,0 ,1 ,3.17 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.59 
縣市立,進修部,普通科,257 ,0 ,4 ,3 ,0 ,5 ,0 ,46 ,0.00 ,1.56 ,1.17 ,0.00 ,1.95 ,0.00 ,17.90 
縣市立,進修部,機械群,233 ,2 ,16 ,0 ,2 ,0 ,0 ,1 ,0.86 ,6.87 ,0.00 ,0.86 ,0.00 ,0.00 ,0.43 
縣市立,進修部,動力機械群,180 ,1 ,7 ,4 ,4 ,0 ,0 ,0 ,0.56 ,3.89 ,2.22 ,2.22 ,0.00 ,0.00 ,0.00 
縣市立,進修部,電機與電子群,247 ,1 ,11 ,1 ,3 ,0 ,0 ,0 ,0.40 ,4.45 ,0.40 ,1.21 ,0.00 ,0.00 ,0.00 
縣市立,進修部,化工群,30 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,0.00 ,3.33 ,3.33 ,0.00 ,3.33 ,0.00 ,0.00 
縣市立,進修部,土木與建築群,51 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0.00 ,1.96 ,1.96 ,0.00 ,0.00 ,0.00 ,0.00 
縣市立,進修部,商業與管理群,328 ,5 ,3 ,10 ,1 ,0 ,0 ,9 ,1.52 ,0.91 ,3.05 ,0.30 ,0.00 ,0.00 ,2.74 
縣市立,進修部,外語群,33 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,9.09 
縣市立,進修部,設計群,53 ,0 ,1 ,0 ,0 ,0 ,0 ,2 ,0.00 ,1.89 ,0.00 ,0.00 ,0.00 ,0.00 ,3.77 
縣市立,進修部,食品群,33 ,1 ,0 ,0 ,1 ,2 ,0 ,0 ,3.03 ,0.00 ,0.00 ,3.03 ,6.06 ,0.00 ,0.00 
縣市立,進修部,家政群,12 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
縣市立,進修部,餐旅群,13 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
私立,普通科,普通科,21148 ,19 ,62 ,12 ,631 ,2 ,52 ,21 ,0.09 ,0.29 ,0.06 ,2.98 ,0.01 ,0.25 ,0.10 
私立,專業群科,機械群,1424 ,1 ,46 ,31 ,7 ,0 ,0 ,5 ,0.07 ,3.23 ,2.18 ,0.49 ,0.00 ,0.00 ,0.35 
私立,專業群科,動力機械群,3540 ,23 ,197 ,135 ,10 ,8 ,1 ,19 ,0.65 ,5.56 ,3.81 ,0.28 ,0.23 ,0.03 ,0.54 
私立,專業群科,電機與電子群,5790 ,19 ,132 ,68 ,32 ,11 ,7 ,27 ,0.33 ,2.28 ,1.17 ,0.55 ,0.19 ,0.12 ,0.47 
私立,專業群科,土木與建築群,105 ,0 ,2 ,0 ,0 ,0 ,0 ,1 ,0.00 ,1.90 ,0.00 ,0.00 ,0.00 ,0.00 ,0.95 
私立,專業群科,商業與管理群,5421 ,9 ,54 ,70 ,31 ,6 ,3 ,16 ,0.17 ,1.00 ,1.29 ,0.57 ,0.11 ,0.06 ,0.30 
私立,專業群科,外語群,3906 ,4 ,18 ,28 ,24 ,6 ,13 ,12 ,0.10 ,0.46 ,0.72 ,0.61 ,0.15 ,0.33 ,0.31 
私立,專業群科,設計群,4627 ,21 ,40 ,59 ,39 ,11 ,9 ,25 ,0.45 ,0.86 ,1.28 ,0.84 ,0.24 ,0.19 ,0.54 
私立,專業群科,食品群,122 ,0 ,4 ,12 ,0 ,0 ,0 ,0 ,0.00 ,3.28 ,9.84 ,0.00 ,0.00 ,0.00 ,0.00 
私立,專業群科,家政群,4378 ,29 ,13 ,148 ,12 ,11 ,8 ,22 ,0.66 ,0.30 ,3.38 ,0.27 ,0.25 ,0.18 ,0.50 
私立,專業群科,餐旅群,12504 ,29 ,224 ,399 ,26 ,23 ,29 ,88 ,0.23 ,1.79 ,3.19 ,0.21 ,0.18 ,0.23 ,0.70 
私立,專業群科,海事群,18 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
私立,專業群科,藝術群,2274 ,12 ,22 ,43 ,42 ,4 ,5 ,26 ,0.53 ,0.97 ,1.89 ,1.85 ,0.18 ,0.22 ,1.14 
私立,專業群科,服務群,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
私立,專業群科,其他(綜合),379 ,32 ,0 ,55 ,2 ,9 ,0 ,23 ,8.44 ,0.00 ,14.51 ,0.53 ,2.37 ,0.00 ,6.07 
私立,綜合高中,學術學程,803 ,1 ,4 ,1 ,10 ,0 ,1 ,6 ,0.12 ,0.50 ,0.12 ,1.25 ,0.00 ,0.12 ,0.75 
私立,綜合高中,電機與電子群,303 ,0 ,9 ,1 ,1 ,1 ,0 ,0 ,0.00 ,2.97 ,0.33 ,0.33 ,0.33 ,0.00 ,0.00 
私立,綜合高中,化工群,141 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
私立,綜合高中,商業與管理群,584 ,0 ,5 ,0 ,3 ,1 ,0 ,1 ,0.00 ,0.86 ,0.00 ,0.51 ,0.17 ,0.00 ,0.17 
私立,綜合高中,外語群,353 ,1 ,0 ,0 ,6 ,0 ,1 ,1 ,0.28 ,0.00 ,0.00 ,1.70 ,0.00 ,0.28 ,0.28 
私立,綜合高中,設計群,228 ,0 ,0 ,1 ,3 ,0 ,0 ,2 ,0.00 ,0.00 ,0.44 ,1.32 ,0.00 ,0.00 ,0.88 
私立,綜合高中,家政群,189 ,0 ,0 ,1 ,2 ,0 ,1 ,1 ,0.00 ,0.00 ,0.53 ,1.06 ,0.00 ,0.53 ,0.53 
私立,綜合高中,餐旅群,555 ,0 ,5 ,7 ,3 ,1 ,0 ,2 ,0.00 ,0.90 ,1.26 ,0.54 ,0.18 ,0.00 ,0.36 
私立,綜合高中,其他(綜合),158 ,0 ,5 ,4 ,3 ,0 ,0 ,0 ,0.00 ,3.16 ,2.53 ,1.90 ,0.00 ,0.00 ,0.00 
私立,實用技能學程,機械群,70 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0.00 ,2.86 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
私立,實用技能學程,動力機械群,1087 ,11 ,74 ,44 ,0 ,3 ,0 ,8 ,1.01 ,6.81 ,4.05 ,0.00 ,0.28 ,0.00 ,0.74 
私立,實用技能學程,電機與電子群,517 ,0 ,17 ,17 ,0 ,1 ,0 ,0 ,0.00 ,3.29 ,3.29 ,0.00 ,0.19 ,0.00 ,0.00 
私立,實用技能學程,商業與管理群,510 ,2 ,14 ,15 ,6 ,2 ,1 ,3 ,0.39 ,2.75 ,2.94 ,1.18 ,0.39 ,0.20 ,0.59 
私立,實用技能學程,農業群,29 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0.00 ,0.00 ,6.90 ,0.00 ,3.45 ,0.00 ,0.00 
私立,實用技能學程,食品群,218 ,1 ,7 ,24 ,0 ,0 ,0 ,0 ,0.46 ,3.21 ,11.01 ,0.00 ,0.00 ,0.00 ,0.00 
私立,實用技能學程,餐旅群,2590 ,22 ,78 ,159 ,15 ,8 ,1 ,14 ,0.85 ,3.01 ,6.14 ,0.58 ,0.31 ,0.04 ,0.54 
私立,實用技能學程,藝術群,79 ,1 ,2 ,8 ,0 ,1 ,0 ,0 ,1.27 ,2.53 ,10.13 ,0.00 ,1.27 ,0.00 ,0.00 
私立,實用技能學程,美容造型群,780 ,16 ,2 ,38 ,2 ,5 ,0 ,7 ,2.05 ,0.26 ,4.87 ,0.26 ,0.64 ,0.00 ,0.90 
私立,進修部,普通科,212 ,0 ,2 ,0 ,0 ,1 ,0 ,53 ,0.00 ,0.94 ,0.00 ,0.00 ,0.47 ,0.00 ,25.00 
私立,進修部,機械群,64 ,1 ,4 ,6 ,0 ,0 ,0 ,0 ,1.56 ,6.25 ,9.38 ,0.00 ,0.00 ,0.00 ,0.00 
私立,進修部,動力機械群,508 ,0 ,38 ,14 ,4 ,4 ,1 ,1 ,0.00 ,7.48 ,2.76 ,0.79 ,0.79 ,0.20 ,0.20 
私立,進修部,電機與電子群,252 ,1 ,3 ,7 ,3 ,1 ,0 ,3 ,0.40 ,1.19 ,2.78 ,1.19 ,0.40 ,0.00 ,1.19 
私立,進修部,商業與管理群,1157 ,9 ,21 ,60 ,2 ,4 ,2 ,35 ,0.78 ,1.82 ,5.19 ,0.17 ,0.35 ,0.17 ,3.03 
私立,進修部,外語群,147 ,1 ,5 ,5 ,2 ,0 ,2 ,0 ,0.68 ,3.40 ,3.40 ,1.36 ,0.00 ,1.36 ,0.00 
私立,進修部,設計群,267 ,1 ,5 ,7 ,8 ,1 ,2 ,8 ,0.37 ,1.87 ,2.62 ,3.00 ,0.37 ,0.75 ,3.00 
私立,進修部,家政群,888 ,8 ,6 ,35 ,1 ,3 ,0 ,3 ,0.90 ,0.68 ,3.94 ,0.11 ,0.34 ,0.00 ,0.34 
私立,進修部,餐旅群,2886 ,17 ,65 ,137 ,7 ,18 ,4 ,54 ,0.59 ,2.25 ,4.75 ,0.24 ,0.62 ,0.14 ,1.87 
私立,進修部,藝術群,128 ,0 ,5 ,11 ,0 ,0 ,0 ,0 ,0.00 ,3.91 ,8.59 ,0.00 ,0.00 ,0.00 ,0.00 
