設立別,學程別,群科別,畢業生人數,正在接受職業訓練人數,正在軍中服役人數,需要工作而未找到人數,補習或準備升學人數,健康不良在家休養人數,準備出國人數,其他人數,正在接受職業訓練比率,正在軍中服役比率,需要工作而未找到比率,補習或準備升學比率,健康不良在家休養比率,準備出國比率,其他比率
縣市立,綜合高中,商業與管理群,569,0,12,1,6,0,0,0,0,2.10896309314587,0.175746924428823,1.05448154657294,0,0,0
縣市立,綜合高中,外語群,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,設計群,195,0,0,3,4,0,0,0,0,0,1.53846153846154,2.05128205128205,0,0,0
縣市立,綜合高中,農業群,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,家政群,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,餐旅群,144,0,3,6,0,0,0,1,0,2.08333333333333,4.16666666666667,0,0,0,0.694444444444444
縣市立,綜合高中,綜合,3,1,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0
縣市立,實用技能學程,機械群,57,0,4,0,0,0,0,0,0,7.01754385964912,0,0,0,0,0
縣市立,實用技能學程,動力機械群,63,0,2,1,0,0,0,0,0,3.17460317460317,1.58730158730159,0,0,0,0
縣市立,實用技能學程,電機與電子群,60,0,6,8,0,0,0,0,0,10,13.3333333333333,0,0,0,0
縣市立,實用技能學程,商業與管理群,58,0,2,0,0,1,0,1,0,3.44827586206897,0,0,1.72413793103448,0,1.72413793103448
縣市立,實用技能學程,餐旅群,25,0,0,1,0,0,0,0,0,0,4,0,0,0,0
縣市立,實用技能學程,美容造型群,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,進修部(學校),普通科,382,1,0,2,2,0,0,76,0.261780104712042,0,0.523560209424084,0.523560209424084,0,0,19.8952879581152
縣市立,進修部(學校),機械群,356,0,10,12,3,0,0,1,0,2.80898876404494,3.37078651685393,0.842696629213483,0,0,0.280898876404494
縣市立,進修部(學校),動力機械群,119,0,2,3,0,0,0,0,0,1.68067226890756,2.52100840336134,0,0,0,0
縣市立,進修部(學校),電機與電子群,395,1,10,1,2,0,0,0,0.253164556962025,2.53164556962025,0.253164556962025,0.506329113924051,0,0,0
縣市立,進修部(學校),化工群,21,0,1,0,0,0,0,0,0,4.76190476190476,0,0,0,0,0
縣市立,進修部(學校),土木與建築群,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,進修部(學校),商業與管理群,417,0,8,1,1,0,3,6,0,1.91846522781775,0.239808153477218,0.239808153477218,0,0.719424460431655,1.43884892086331
縣市立,進修部(學校),外語群,50,0,0,0,0,0,2,0,0,0,0,0,0,4,0
縣市立,進修部(學校),設計群,135,0,1,0,1,0,0,2,0,0.740740740740741,0,0.740740740740741,0,0,1.48148148148148
縣市立,進修部(學校),餐旅群,35,0,3,1,4,0,0,0,0,8.57142857142857,2.85714285714286,11.4285714285714,0,0,0
私立,普通科,普通科,24285,2,95,10,362,9,43,24,0.008235536339304,0.391187976116945,0.041177681696521,1.49063207741404,0.037059913526868,0.177064031295038,0.098826436071649
私立,專業群(職業)科,機械群,1771,9,58,10,11,1,2,3,0.508187464709204,3.27498588368154,0.564652738565782,0.62111801242236,0.056465273856578,0.112930547713156,0.169395821569735
私立,專業群(職業)科,動力機械群,4297,24,324,123,15,10,0,43,0.558529206423086,7.54014428671166,2.86246218291831,0.349080754014429,0.232720502676286,0,1.00069816150803
私立,專業群(職業)科,電機與電子群,8813,34,373,155,39,9,6,50,0.385793713831839,4.232383978214,1.75876546011574,0.442528083512992,0.102121865426075,0.068081243617383,0.567343696811528
私立,專業群(職業)科,土木與建築群,213,3,11,0,3,0,0,0,1.40845070422535,5.16431924882629,0,1.40845070422535,0,0,0
私立,專業群(職業)科,商業與管理群,8916,21,204,118,54,27,6,51,0.235531628532974,2.28802153432032,1.32346343651862,0.605652759084791,0.302826379542396,0.067294751009421,0.572005383580081
私立,專業群(職業)科,外語群,4522,13,34,14,15,5,11,10,0.287483414418399,0.75187969924812,0.309597523219814,0.33171163202123,0.110570544007077,0.243255196815568,0.221141088014153
私立,專業群(職業)科,設計群,6029,21,68,50,99,11,18,55,0.3483164703931,1.12788190413004,0.829324929507381,1.64206336042461,0.182451484491624,0.298556974622657,0.912257422458119
私立,專業群(職業)科,食品群,100,0,6,8,0,2,1,0,0,6,8,0,2,1,0
私立,專業群(職業)科,家政群,5854,34,22,138,32,24,4,56,0.58079945336522,0.375811411001025,2.35736248718825,0.546634779637854,0.409976084728391,0.068329347454732,0.956610864366245
私立,專業群(職業)科,餐旅群,18634,97,611,587,69,44,45,122,0.52055382633895,3.27895245250617,3.15015562949447,0.370290866158635,0.236127508854782,0.241494043146936,0.654717183642804
私立,專業群(職業)科,海事群,74,0,27,0,1,0,0,0,0,36.4864864864865,0,1.35135135135135,0,0,0
私立,專業群(職業)科,藝術群,2400,1,27,35,52,5,15,39,0.041666666666667,1.125,1.45833333333333,2.16666666666667,0.208333333333333,0.625,1.625
私立,專業群(職業)科,綜合,373,29,0,71,0,8,0,23,7.77479892761394,0,19.0348525469169,0,2.14477211796247,0,6.16621983914209
私立,綜合高中,學術群,1709,3,24,6,23,0,3,1,0.175541252194266,1.40433001755413,0.351082504388531,1.3458162668227,0,0.175541252194266,0.058513750731422
私立,綜合高中,機械群,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
私立,綜合高中,動力機械群,125,0,14,7,0,0,0,0,0,11.2,5.6,0,0,0,0
私立,綜合高中,電機與電子群,990,1,54,2,3,0,0,8,0.101010101010101,5.45454545454545,0.202020202020202,0.303030303030303,0,0,0.808080808080808
私立,綜合高中,化工群,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
私立,綜合高中,商業與管理群,1327,1,16,1,7,6,1,7,0.075357950263753,1.20572720422005,0.075357950263753,0.52750565184627,0.452147701582517,0.075357950263753,0.52750565184627
私立,綜合高中,外語群,1056,0,7,1,2,3,1,2,0,0.662878787878788,0.09469696969697,0.189393939393939,0.284090909090909,0.09469696969697,0.189393939393939
私立,綜合高中,設計群,588,1,1,1,5,0,1,1,0.170068027210884,0.170068027210884,0.170068027210884,0.850340136054422,0,0.170068027210884,0.170068027210884
私立,綜合高中,家政群,485,0,3,10,0,0,0,0,0,0.618556701030928,2.06185567010309,0,0,0,0
私立,綜合高中,餐旅群,1541,6,57,8,5,1,4,1,0.389357560025957,3.69889682024659,0.519143413367943,0.324464633354964,0.064892926670993,0.259571706683971,0.064892926670993
私立,綜合高中,藝術群,24,0,1,0,1,1,0,1,0,4.16666666666667,0,4.16666666666667,4.16666666666667,0,4.16666666666667
私立,綜合高中,綜合,224,0,9,3,0,0,0,4,0,4.01785714285714,1.33928571428571,0,0,0,1.78571428571429
私立,實用技能學程,機械群,62,0,3,1,0,0,0,0,0,4.83870967741936,1.61290322580645,0,0,0,0
私立,實用技能學程,動力機械群,1250,2,108,59,8,4,0,10,0.16,8.64,4.72,0.64,0.32,0,0.8
私立,實用技能學程,電機與電子群,392,0,54,4,2,1,0,1,0,13.7755102040816,1.02040816326531,0.510204081632653,0.255102040816327,0,0.255102040816327
私立,實用技能學程,商業與管理群,800,4,23,23,8,1,2,16,0.5,2.875,2.875,1,0.125,0.25,2
私立,實用技能學程,設計群,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
私立,實用技能學程,農業群,14,0,2,0,0,1,0,0,0,14.2857142857143,0,0,7.14285714285714,0,0
私立,實用技能學程,食品群,267,1,6,19,0,4,0,1,0.374531835205993,2.24719101123596,7.11610486891386,0,1.49812734082397,0,0.374531835205993
私立,實用技能學程,餐旅群,3541,23,154,273,37,14,2,46,0.649534029935047,4.3490539395651,7.70968652922903,1.04490256989551,0.395368539960463,0.056481219994352,1.29906805987009
私立,實用技能學程,美容造型群,1187,22,7,74,4,6,4,9,1.85341196293176,0.58972198820556,6.23420387531592,0.33698399326032,0.50547598989048,0.33698399326032,0.75821398483572
私立,進修部(學校),普通科,217,5,5,9,6,2,4,64,2.30414746543779,2.30414746543779,4.14746543778802,2.76497695852535,0.921658986175115,1.84331797235023,29.4930875576037
私立,進修部(學校),機械群,169,0,12,3,0,1,0,2,0,7.10059171597633,1.77514792899408,0,0.591715976331361,0,1.18343195266272
私立,進修部(學校),動力機械群,727,0,60,48,4,3,0,8,0,8.25309491059147,6.60247592847318,0.550206327372765,0.412654745529574,0,1.10041265474553
私立,進修部(學校),電機與電子群,761,9,51,39,5,7,2,10,1.1826544021025,6.70170827858081,5.12483574244415,0.657030223390276,0.919842312746386,0.26281208935611,1.31406044678055
私立,進修部(學校),商業與管理群,2088,12,100,132,6,12,4,41,0.574712643678161,4.78927203065134,6.32183908045977,0.28735632183908,0.574712643678161,0.191570881226054,1.96360153256705
私立,進修部(學校),外語群,311,0,5,30,0,0,0,3,0,1.60771704180064,9.64630225080386,0,0,0,0.964630225080386
私立,進修部(學校),設計群,416,0,12,14,10,7,1,8,0,2.88461538461538,3.36538461538462,2.40384615384615,1.68269230769231,0.240384615384615,1.92307692307692
私立,進修部(學校),家政群,1420,6,47,64,10,11,10,20,0.422535211267606,3.30985915492958,4.50704225352113,0.704225352112676,0.774647887323944,0.704225352112676,1.40845070422535
私立,進修部(學校),餐旅群,4183,41,168,203,41,9,17,48,0.980157781496533,4.01625627540043,4.85297633277552,0.980157781496533,0.215156586182166,0.406406885010758,1.14750179297155
私立,進修部(學校),藝術群,150,1,7,3,0,0,0,3,0.666666666666667,4.66666666666667,2,0,0,0,2
