學年度,設立別,學程別,群科別,畢業生人數,正在接受職業訓練人數,正在軍中服役人數,需要工作而未找到人數,補習或準備升學人數,健康不良在家休養人數,準備出國人數,其他人數
105,國立,專業群科,餐旅群,1072,2,21,24,3,3,0,0
105,國立,專業群科,水產群,210,0,24,14,0,0,0,0
105,國立,專業群科,海事群,241,0,50,11,3,1,0,8
105,國立,專業群科,藝術群,134,0,4,0,1,0,0,7
105,國立,專業群科,綜合,685,36,6,93,8,12,0,14
105,國立,綜合高中,學術群,3793,2,13,5,60,2,3,4
105,國立,綜合高中,機械群,196,0,10,0,4,0,0,2
105,國立,綜合高中,動力機械群,12,0,0,0,0,0,0,0
105,國立,綜合高中,電機與電子群,303,0,8,2,1,0,0,1
105,國立,綜合高中,化工群,40,0,0,0,0,0,0,0
105,國立,綜合高中,土木與建築群,140,0,3,1,1,0,0,0
105,國立,綜合高中,商業與管理群,937,1,14,3,8,0,0,1
105,國立,綜合高中,外語群,199,0,1,0,3,0,0,2
105,國立,綜合高中,設計群,248,1,2,0,2,0,0,0
105,國立,綜合高中,農業群,84,0,1,1,4,0,0,0
105,國立,綜合高中,食品群,168,0,1,1,1,0,0,0
105,國立,綜合高中,家政群,65,1,0,1,0,0,0,0
105,國立,綜合高中,餐旅群,418,1,6,1,3,0,0,0
105,國立,綜合高中,水產群,28,0,4,0,0,0,0,0
105,國立,綜合高中,海事群,18,0,2,1,0,0,0,0
105,國立,綜合高中,藝術群,5,1,0,0,0,0,0,3
105,國立,綜合高中,綜合,90,0,7,0,0,0,0,0
105,國立,實用技能學程,機械群,341,5,14,11,3,0,0,6
105,國立,實用技能學程,動力機械群,70,0,3,5,0,0,0,1
105,國立,實用技能學程,電機與電子群,411,5,44,5,4,1,0,0
105,國立,實用技能學程,化工群,25,0,1,0,0,0,0,0
105,國立,實用技能學程,土木與建築群,96,0,5,1,1,0,0,0
105,國立,實用技能學程,商業與管理群,487,6,23,16,4,2,1,3
105,國立,實用技能學程,設計群,133,2,3,7,2,0,0,0
105,國立,實用技能學程,農業群,116,0,5,1,0,0,0,0
105,國立,實用技能學程,食品群,214,1,14,14,1,2,0,3
105,國立,實用技能學程,餐旅群,383,0,8,13,0,4,0,1
105,國立,實用技能學程,水產群,30,0,2,1,0,0,0,0
105,國立,實用技能學程,海事群,62,1,14,0,1,0,0,0
105,國立,實用技能學程,美容造型群,159,0,2,6,0,0,0,0
105,國立,進修部,學術群,99,0,4,1,4,0,1,2
105,國立,進修部,機械群,415,9,36,17,0,0,0,13
105,國立,進修部,動力機械群,123,0,12,4,1,0,0,20
105,國立,進修部,電機與電子群,436,1,41,11,2,0,0,11
105,國立,進修部,化工群,52,0,5,3,0,0,0,1
105,國立,進修部,土木與建築群,16,0,0,0,0,0,0,1
105,國立,進修部,商業與管理群,993,2,24,28,6,5,2,34
105,國立,進修部,外語群,9,0,0,1,0,2,0,0
105,國立,進修部,設計群,170,0,12,4,0,1,0,4
105,國立,進修部,農業群,64,0,8,6,0,0,0,1
105,國立,進修部,食品群,166,0,6,5,0,0,0,1
105,國立,進修部,家政群,178,0,2,4,0,1,0,6
105,國立,進修部,餐旅群,190,0,10,1,0,0,0,3
105,國立,普通科,學術群,42125,71,117,22,542,4,17,43
105,國立,專業群科,機械群,2455,6,30,17,22,0,0,4
105,國立,專業群科,動力機械群,851,5,12,6,29,1,0,3
105,國立,專業群科,電機與電子群,3551,4,39,5,58,0,3,4
105,國立,專業群科,化工群,558,0,4,0,2,0,0,0
105,國立,專業群科,土木與建築群,621,4,9,7,7,0,1,2
105,國立,專業群科,商業與管理群,3067,4,7,1,14,1,9,2
105,國立,專業群科,外語群,605,0,0,0,2,0,2,0
105,國立,專業群科,設計群,1278,0,3,0,10,2,5,1
105,國立,專業群科,農業群,177,0,0,0,3,0,0,0
105,國立,專業群科,食品群,109,0,1,0,0,0,0,0
105,國立,專業群科,家政群,249,0,0,1,5,0,0,0
105,國立,專業群科,餐旅群,266,0,2,1,1,0,0,1
105,國立,專業群科,藝術群,63,0,0,0,0,0,0,1
105,國立,專業群科,綜合,390,19,0,71,1,1,0,8
105,國立,綜合高中,學術群,2330,0,5,3,37,0,5,1
105,國立,綜合高中,機械群,43,0,0,0,1,0,0,0
105,國立,綜合高中,電機與電子群,220,1,0,0,7,0,0,0
105,國立,綜合高中,化工群,57,0,0,0,1,0,0,0
105,國立,綜合高中,土木與建築群,136,1,1,0,5,0,0,0
105,國立,綜合高中,商業與管理群,466,0,1,0,1,0,0,1
105,國立,綜合高中,外語群,37,0,0,0,0,0,0,0
105,國立,綜合高中,設計群,279,0,2,1,7,0,0,0
105,國立,綜合高中,農業群,18,0,0,0,0,0,0,0
105,國立,綜合高中,家政群,43,0,0,0,0,0,0,0
105,國立,綜合高中,餐旅群,127,0,0,1,1,0,1,0
105,國立,綜合高中,綜合,7,1,0,0,0,0,0,0
105,國立,實用技能學程,機械群,93,0,5,1,0,0,0,0
105,國立,實用技能學程,動力機械群,49,0,7,1,0,1,0,0
105,國立,實用技能學程,電機與電子群,83,0,6,1,0,0,0,0
105,國立,實用技能學程,土木與建築群,23,0,1,1,0,0,0,0
105,國立,實用技能學程,商業與管理群,78,0,4,0,0,2,0,1
105,國立,實用技能學程,設計群,30,1,0,1,0,0,0,0
105,國立,實用技能學程,食品群,33,0,0,3,0,0,0,0
105,國立,實用技能學程,餐旅群,84,0,1,2,0,0,0,0
105,國立,實用技能學程,美容造型群,19,0,0,0,0,0,0,0
105,國立,進修部,學術群,341,1,1,1,2,5,0,56
105,國立,進修部,機械群,332,1,9,6,2,1,1,0
105,國立,進修部,動力機械群,138,0,2,0,2,0,0,1
105,國立,進修部,電機與電子群,370,1,17,1,0,0,0,5
105,國立,進修部,化工群,39,0,2,0,0,0,0,0
105,國立,進修部,土木與建築群,74,0,0,1,0,0,0,4
105,國立,進修部,商業與管理群,511,2,17,13,8,2,1,11
105,國立,進修部,外語群,56,0,1,0,1,0,0,0
105,國立,進修部,設計群,98,0,3,0,1,0,0,4
105,國立,進修部,食品群,19,0,0,1,0,0,0,1
105,國立,進修部,餐旅群,28,0,0,2,0,0,0,0
105,私立,普通科,學術群,24465,9,73,17,399,6,29,8
105,私立,專業群科,機械群,1784,15,72,37,3,2,1,3
105,私立,專業群科,動力機械群,4179,18,221,118,12,9,5,45
105,私立,專業群科,電機與電子群,7977,32,353,144,52,15,11,29
105,私立,專業群科,土木與建築群,189,0,5,3,2,0,1,0
105,私立,專業群科,商業與管理群,7729,24,157,101,41,8,5,38
105,私立,專業群科,外語群,4880,10,23,13,41,6,14,12
105,私立,專業群科,設計群,6332,18,81,80,113,10,16,21
105,私立,專業群科,食品群,103,0,1,6,0,0,0,1
105,私立,專業群科,家政群,5290,27,24,186,19,23,11,23
105,私立,專業群科,餐旅群,18074,79,476,541,85,46,40,110
105,私立,專業群科,海事群,61,0,5,0,0,0,0,0
105,私立,專業群科,藝術群,2637,5,44,42,42,2,11,17
105,私立,專業群科,綜合,397,58,0,43,1,17,0,16
105,私立,綜合高中,學術群,1548,3,9,1,12,1,1,0
105,私立,綜合高中,動力機械群,47,0,10,0,0,2,0,0
105,私立,綜合高中,電機與電子群,534,0,27,0,4,0,0,7
105,私立,綜合高中,化工群,160,0,0,0,1,0,0,0
105,私立,綜合高中,商業與管理群,861,0,18,3,3,0,1,1
105,私立,綜合高中,外語群,722,0,3,1,12,1,3,0
105,私立,綜合高中,設計群,403,3,1,8,2,0,1,2
105,私立,綜合高中,家政群,401,5,3,2,1,0,0,1
105,私立,綜合高中,餐旅群,1109,4,42,13,2,3,3,2
105,私立,綜合高中,藝術群,16,0,2,1,0,0,0,0
105,私立,綜合高中,綜合,216,0,7,6,3,0,3,0
105,私立,實用技能學程,機械群,130,1,6,0,0,2,0,1
105,私立,實用技能學程,動力機械群,1099,3,85,41,5,4,0,21
105,私立,實用技能學程,電機與電子群,365,12,16,3,0,1,0,1
105,私立,實用技能學程,商業與管理群,627,7,6,38,6,1,1,3
105,私立,實用技能學程,農業群,26,0,6,0,0,0,0,0
105,私立,實用技能學程,食品群,196,0,7,7,3,2,0,4
105,私立,實用技能學程,餐旅群,3354,41,118,224,15,11,0,35
105,私立,實用技能學程,美容造型群,1059,4,3,69,2,5,3,6
105,私立,進修部,學術群,288,1,5,0,2,1,0,63
105,私立,進修部,機械群,134,0,15,6,0,0,0,0
105,私立,進修部,動力機械群,670,2,23,24,0,2,0,4
105,私立,進修部,電機與電子群,583,2,26,32,2,3,1,8
105,私立,進修部,商業與管理群,1685,2,91,100,8,9,1,66
105,私立,進修部,外語群,233,0,5,12,1,5,7,2
105,私立,進修部,設計群,373,1,4,9,4,3,2,3
105,私立,進修部,家政群,1420,12,19,63,3,10,2,20
105,私立,進修部,餐旅群,4114,15,128,217,17,16,3,51
105,私立,進修部,藝術群,132,0,5,7,0,2,0,7
106,國立,普通科,學術群,25395,17,76,14,893,6,9,75
106,國立,專業群科,機械群,3201,11,79,49,48,2,0,7
106,國立,專業群科,動力機械群,996,2,69,33,9,1,0,3
106,國立,專業群科,電機與電子群,3672,14,94,18,45,8,4,13
106,國立,專業群科,化工群,836,0,11,8,6,1,1,1
106,國立,專業群科,土木與建築群,949,2,14,15,23,1,0,10
106,國立,專業群科,商業與管理群,5553,4,53,17,48,1,2,18
106,國立,專業群科,外語群,884,0,2,2,6,1,0,0
106,國立,專業群科,設計群,1065,5,9,12,15,0,0,1
106,國立,專業群科,農業群,1414,4,24,42,8,4,0,10
106,國立,專業群科,食品群,1097,6,19,22,11,2,1,8
106,國立,專業群科,家政群,1010,4,2,8,4,0,3,4
106,國立,專業群科,餐旅群,1139,2,17,8,6,1,0,0
106,國立,專業群科,水產群,211,1,10,5,0,0,0,2
106,國立,專業群科,海事群,252,1,14,7,1,1,0,4
106,國立,專業群科,藝術群,146,0,3,0,0,0,0,10
106,國立,專業群科,綜合,607,26,2,102,2,3,0,8
106,國立,綜合高中,學術群,3403,9,16,6,74,0,0,5
106,國立,綜合高中,機械群,176,0,5,0,3,0,0,0
106,國立,綜合高中,動力機械群,7,0,0,2,0,0,0,0
106,國立,綜合高中,電機與電子群,266,1,4,1,0,0,0,1
106,國立,綜合高中,化工群,52,2,2,0,1,0,0,0
106,國立,綜合高中,土木與建築群,123,0,0,0,0,0,1,0
106,國立,綜合高中,商業與管理群,724,3,8,7,12,1,0,2
106,國立,綜合高中,外語群,190,0,0,0,0,0,0,1
106,國立,綜合高中,設計群,191,0,1,1,1,0,0,1
106,國立,綜合高中,農業群,59,0,0,0,3,0,0,0
106,國立,綜合高中,食品群,163,0,2,1,0,0,0,4
106,國立,綜合高中,家政群,31,0,1,1,0,0,0,0
106,國立,綜合高中,餐旅群,403,0,7,5,1,1,2,10
106,國立,綜合高中,水產群,32,0,2,0,0,0,0,1
106,國立,綜合高中,海事群,17,0,2,0,0,0,0,0
106,國立,綜合高中,藝術群,9,0,0,0,0,0,0,1
106,國立,綜合高中,綜合,66,0,1,1,1,0,0,2
106,國立,實用技能學程,機械群,390,0,11,7,0,3,0,3
106,國立,實用技能學程,動力機械群,88,1,4,6,2,0,0,2
106,國立,實用技能學程,電機與電子群,375,0,15,10,4,1,0,4
106,國立,實用技能學程,土木與建築群,123,0,7,3,1,0,0,0
106,國立,實用技能學程,商業與管理群,425,1,12,10,3,1,0,1
106,國立,實用技能學程,設計群,132,1,1,5,0,0,0,0
106,國立,實用技能學程,農業群,143,1,1,3,1,0,0,0
106,國立,實用技能學程,食品群,193,0,3,5,1,1,0,0
106,國立,實用技能學程,餐旅群,370,0,5,12,1,2,0,1
106,國立,實用技能學程,水產群,40,0,3,0,0,0,0,0
106,國立,實用技能學程,海事群,56,4,6,1,0,0,0,1
106,國立,實用技能學程,美容造型群,162,0,0,9,0,2,0,1
106,國立,進修部,學術群,108,1,4,3,3,0,0,3
106,國立,進修部,機械群,422,5,34,2,1,1,0,1
106,國立,進修部,動力機械群,146,0,25,6,0,0,0,1
106,國立,進修部,電機與電子群,385,0,44,6,4,3,0,3
106,國立,進修部,化工群,25,0,0,1,0,0,0,1
106,國立,進修部,土木與建築群,24,0,0,2,0,0,0,0
106,國立,進修部,商業與管理群,880,2,21,23,7,6,1,31
106,國立,進修部,外語群,12,0,0,0,0,0,0,0
106,國立,進修部,設計群,189,0,6,3,4,0,0,0
106,國立,進修部,農業群,51,0,1,1,3,0,0,4
106,國立,進修部,食品群,189,0,11,3,2,2,1,10
106,國立,進修部,家政群,187,2,4,6,1,1,1,6
106,國立,進修部,餐旅群,191,0,4,3,0,0,0,6
106,國立,普通科,學術群,47494,11,136,46,1357,11,39,64
106,國立,專業群科,機械群,2429,5,32,6,53,0,1,3
106,國立,專業群科,動力機械群,834,1,11,7,44,1,0,0
106,國立,專業群科,電機與電子群,3620,2,12,7,66,4,2,1
106,國立,專業群科,化工群,553,0,4,0,8,0,1,0
106,國立,專業群科,土木與建築群,629,0,6,1,12,0,0,0
106,國立,專業群科,商業與管理群,3468,3,15,11,31,2,6,0
106,國立,專業群科,外語群,637,0,1,1,8,0,4,0
106,國立,專業群科,設計群,1276,3,2,4,18,0,1,5
106,國立,專業群科,農業群,272,0,2,2,1,0,0,0
106,國立,專業群科,食品群,139,1,0,0,0,0,0,0
106,國立,專業群科,家政群,376,0,0,1,2,1,1,0
106,國立,專業群科,餐旅群,260,0,0,0,0,0,0,1
106,國立,專業群科,藝術群,62,0,1,0,0,0,0,0
106,國立,專業群科,綜合,448,33,2,70,3,11,0,4
106,國立,綜合高中,學術群,2802,0,5,1,72,0,2,7
106,國立,綜合高中,機械群,58,0,0,0,0,0,0,0
106,國立,綜合高中,電機與電子群,141,0,5,0,1,0,0,0
106,國立,綜合高中,化工群,30,0,0,0,0,0,0,0
106,國立,綜合高中,土木與建築群,85,0,0,0,0,0,0,0
106,國立,綜合高中,商業與管理群,408,0,1,0,3,0,0,1
106,國立,綜合高中,外語群,62,0,0,0,1,0,0,0
106,國立,綜合高中,設計群,201,0,2,0,1,0,0,0
106,國立,綜合高中,農業群,11,0,0,0,0,0,0,0
106,國立,綜合高中,家政群,49,0,0,0,0,0,0,0
106,國立,綜合高中,餐旅群,106,0,0,6,1,0,0,0
106,國立,綜合高中,藝術群,6,0,0,0,0,0,0,0
106,國立,綜合高中,綜合,13,2,0,0,0,0,0,0
106,國立,實用技能學程,機械群,127,0,4,2,2,0,0,0
106,國立,實用技能學程,動力機械群,60,0,8,1,0,0,0,0
106,國立,實用技能學程,電機與電子群,121,2,9,7,0,0,0,0
106,國立,實用技能學程,土木與建築群,23,0,0,1,0,0,0,0
106,國立,實用技能學程,商業與管理群,91,0,0,0,0,1,1,0
106,國立,實用技能學程,設計群,50,0,0,1,0,0,0,1
106,國立,實用技能學程,食品群,25,0,0,0,0,0,0,0
106,國立,實用技能學程,餐旅群,89,0,3,0,0,1,0,8
106,國立,實用技能學程,美容造型群,29,0,0,0,0,0,0,0
106,國立,進修部,學術群,302,1,0,1,2,1,0,72
106,國立,進修部,機械群,354,1,9,2,4,1,0,0
106,國立,進修部,動力機械群,118,0,1,6,2,0,0,0
106,國立,進修部,電機與電子群,399,1,7,10,7,1,1,2
106,國立,進修部,化工群,46,0,1,0,0,0,0,1
106,國立,進修部,土木與建築群,64,0,0,2,2,0,0,0
106,國立,進修部,商業與管理群,487,1,11,7,1,1,1,9
106,國立,進修部,外語群,41,0,0,0,0,0,0,0
106,國立,進修部,設計群,84,0,2,2,1,1,0,1
106,國立,進修部,食品群,45,0,1,2,2,0,0,2
106,國立,進修部,家政群,14,0,0,0,0,0,0,1
106,國立,進修部,餐旅群,32,0,0,0,1,0,0,2
106,私立,普通科,學術群,27751,26,80,30,835,14,88,16
106,私立,專業群科,機械群,1953,6,35,29,13,0,2,6
106,私立,專業群科,動力機械群,5006,9,233,132,31,2,0,39
106,私立,專業群科,電機與電子群,8910,35,237,111,72,18,8,30
106,私立,專業群科,土木與建築群,198,1,0,3,9,1,2,2
106,私立,專業群科,商業與管理群,8370,12,92,104,52,12,8,22
106,私立,專業群科,外語群,5145,5,21,23,36,11,15,15
106,私立,專業群科,設計群,6450,16,70,73,91,8,14,38
106,私立,專業群科,食品群,209,0,11,5,6,1,0,1
106,私立,專業群科,家政群,5947,32,27,172,16,21,5,25
106,私立,專業群科,餐旅群,17704,63,344,565,84,31,46,73
106,私立,專業群科,海事群,55,0,0,3,0,2,0,0
106,私立,專業群科,藝術群,2983,9,34,41,73,5,25,25
106,私立,專業群科,綜合,443,34,0,92,0,19,2,17
106,私立,綜合高中,學術群,1410,1,6,6,21,0,0,9
106,私立,綜合高中,動力機械群,16,0,1,1,0,0,0,0
106,私立,綜合高中,電機與電子群,523,1,8,2,1,1,2,4
106,私立,綜合高中,化工群,173,0,0,0,0,0,0,0
106,私立,綜合高中,商業與管理群,954,0,22,9,7,2,2,0
106,私立,綜合高中,外語群,793,0,1,3,5,0,8,1
106,私立,綜合高中,設計群,435,1,2,2,1,2,0,1
106,私立,綜合高中,家政群,388,1,2,5,1,0,0,1
106,私立,綜合高中,餐旅群,1025,2,42,18,4,1,2,1
106,私立,綜合高中,藝術群,9,0,3,0,0,0,0,0
106,私立,綜合高中,綜合,236,0,2,7,4,0,0,0
106,私立,實用技能學程,機械群,90,0,1,0,0,0,0,0
106,私立,實用技能學程,動力機械群,1257,2,109,39,5,4,0,9
106,私立,實用技能學程,電機與電子群,475,6,26,17,1,0,0,1
106,私立,實用技能學程,商業與管理群,632,5,11,27,10,0,1,3
106,私立,實用技能學程,農業群,40,0,0,8,1,1,0,0
106,私立,實用技能學程,食品群,192,3,1,26,0,0,0,0
106,私立,實用技能學程,餐旅群,3090,9,95,168,9,12,0,34
106,私立,實用技能學程,美容造型群,1118,7,7,64,5,8,1,6
106,私立,進修部,學術群,277,0,6,3,2,0,0,52
106,私立,進修部,機械群,140,0,3,8,0,0,0,1
106,私立,進修部,動力機械群,691,0,61,32,0,0,0,1
106,私立,進修部,電機與電子群,458,1,40,15,6,3,0,2
106,私立,進修部,商業與管理群,1429,5,44,71,8,10,1,47
106,私立,進修部,外語群,243,0,12,12,0,0,2,2
106,私立,進修部,設計群,386,0,11,27,2,2,2,4
106,私立,進修部,家政群,1279,7,19,26,21,2,4,11
106,私立,進修部,餐旅群,3521,19,167,207,21,9,3,28
106,私立,進修部,藝術群,169,1,9,15,0,0,0,0
107,國立,普通科,學術群,25540,4,82,27,1211,3,8,19
107,國立,專業群科,機械群,3255,22,58,28,28,0,1,12
107,國立,專業群科,動力機械群,945,4,39,12,4,1,0,8
107,國立,專業群科,電機與電子群,3831,7,85,26,33,2,3,16
107,國立,專業群科,化工群,813,0,2,4,2,1,2,4
107,國立,專業群科,土木與建築群,951,3,19,7,7,1,0,5
107,國立,專業群科,商業與管理群,5594,5,36,36,47,3,6,9
107,國立,專業群科,外語群,910,0,3,0,5,0,0,0
107,國立,專業群科,設計群,1156,4,1,9,17,1,1,2
107,國立,專業群科,農業群,1428,9,18,36,8,0,1,6
107,國立,專業群科,食品群,1086,6,9,28,7,1,0,5
107,國立,專業群科,家政群,976,4,4,13,3,0,0,4
107,國立,專業群科,餐旅群,1233,4,3,25,2,1,1,2
107,國立,專業群科,水產群,205,3,13,5,1,0,0,2
107,國立,專業群科,海事群,288,10,20,4,1,0,0,0
107,國立,專業群科,藝術群,151,0,3,0,8,0,0,0
107,國立,專業群科,家政群,0,0,0,0,0,0,0,0
107,國立,專業群科,綜合,630,38,1,94,4,7,0,12
107,國立,綜合高中,學術群,3346,5,27,8,133,0,3,4
107,國立,綜合高中,機械群,108,0,0,0,0,0,0,0
107,國立,綜合高中,動力機械群,12,0,1,0,0,0,0,0
107,國立,綜合高中,電機與電子群,139,1,1,1,1,0,0,1
107,國立,綜合高中,化工群,43,0,0,0,0,0,0,0
107,國立,綜合高中,土木與建築群,81,1,0,0,0,0,0,0
107,國立,綜合高中,商業與管理群,537,0,5,5,3,0,0,0
107,國立,綜合高中,外語群,122,0,1,0,2,0,0,0
107,國立,綜合高中,設計群,128,0,0,3,1,0,0,0
107,國立,綜合高中,農業群,55,0,0,1,0,0,0,0
107,國立,綜合高中,食品群,143,0,2,0,0,0,0,0
107,國立,綜合高中,家政群,36,0,0,0,0,0,0,0
107,國立,綜合高中,餐旅群,295,1,3,2,2,0,0,1
107,國立,綜合高中,水產群,12,0,0,0,0,0,0,0
107,國立,綜合高中,綜合,100,0,1,2,2,0,0,11
107,國立,實用技能學程,機械群,395,8,18,6,2,1,0,6
107,國立,實用技能學程,動力機械群,107,0,14,5,1,0,0,0
107,國立,實用技能學程,電機與電子群,292,0,17,11,1,4,0,3
107,國立,實用技能學程,土木與建築群,121,0,15,1,0,0,0,2
107,國立,實用技能學程,商業與管理群,415,0,12,12,5,5,0,1
107,國立,實用技能學程,設計群,151,0,5,3,0,0,0,0
107,國立,實用技能學程,農業群,184,2,3,9,0,1,1,0
107,國立,實用技能學程,食品群,224,1,2,19,1,0,1,3
107,國立,實用技能學程,餐旅群,339,0,2,3,1,4,1,1
107,國立,實用技能學程,水產群,28,0,0,0,0,0,0,0
107,國立,實用技能學程,海事群,40,0,0,0,0,0,0,9
107,國立,實用技能學程,美容造型群,168,0,0,5,0,0,0,0
107,國立,進修部,學術群,109,0,13,1,4,0,0,8
107,國立,進修部,機械群,322,0,25,8,1,1,1,4
107,國立,進修部,動力機械群,135,1,12,8,0,0,0,0
107,國立,進修部,電機與電子群,342,2,35,11,3,1,0,1
107,國立,進修部,化工群,17,0,0,0,1,0,0,0
107,國立,進修部,土木與建築群,16,0,0,0,1,1,0,0
107,國立,進修部,商業與管理群,779,2,24,11,4,7,1,19
107,國立,進修部,外語群,12,0,0,0,0,1,1,0
107,國立,進修部,設計群,149,1,3,5,3,1,0,2
107,國立,進修部,農業群,47,1,1,1,2,0,0,3
107,國立,進修部,食品群,131,0,5,3,1,0,1,3
107,國立,進修部,家政群,150,0,5,4,2,1,0,1
107,國立,進修部,餐旅群,146,0,1,6,2,0,0,2
107,國立,普通科,學術群,46978,16,121,25,2009,9,35,27
107,國立,專業群科,機械群,2402,27,36,16,33,1,1,2
107,國立,專業群科,動力機械群,755,7,12,6,19,0,0,0
107,國立,專業群科,電機與電子群,3629,7,12,8,61,0,1,9
107,國立,專業群科,化工群,573,0,0,3,14,0,0,5
107,國立,專業群科,土木與建築群,641,0,4,0,15,0,0,1
107,國立,專業群科,商業與管理群,3540,0,9,5,20,2,3,3
107,國立,專業群科,外語群,650,0,1,1,5,0,1,0
107,國立,專業群科,設計群,1286,2,2,3,9,0,1,3
107,國立,專業群科,農業群,337,1,2,0,6,2,0,1
107,國立,專業群科,食品群,138,0,0,1,1,0,0,0
107,國立,專業群科,家政群,389,0,0,0,7,0,3,0
107,國立,專業群科,餐旅群,282,0,0,0,0,0,0,0
107,國立,專業群科,藝術群,55,0,0,0,0,0,0,0
107,國立,專業群科,家政群,0,0,0,0,0,0,0,0
107,國立,專業群科,綜合,474,27,1,67,6,10,0,24
107,國立,綜合高中,學術群,2630,2,10,7,74,0,1,1
107,國立,綜合高中,機械群,26,2,0,0,0,0,0,0
107,國立,綜合高中,電機與電子群,149,2,0,1,2,0,0,0
107,國立,綜合高中,化工群,42,0,0,0,0,0,0,0
107,國立,綜合高中,土木與建築群,78,0,1,0,0,0,0,0
107,國立,綜合高中,商業與管理群,378,0,3,0,7,0,1,1
107,國立,綜合高中,外語群,61,0,0,0,0,1,0,0
107,國立,綜合高中,設計群,210,0,2,0,3,0,0,1
107,國立,綜合高中,家政群,25,0,0,0,1,0,0,0
107,國立,綜合高中,餐旅群,99,0,0,1,0,0,0,0
107,國立,綜合高中,藝術群,8,0,0,0,0,0,0,0
107,國立,綜合高中,綜合,1,0,0,0,0,0,0,0
107,國立,實用技能學程,機械群,92,0,6,1,0,0,0,0
107,國立,實用技能學程,動力機械群,67,0,3,0,3,0,0,0
107,國立,實用技能學程,電機與電子群,71,0,7,1,0,0,0,0
107,國立,實用技能學程,土木與建築群,31,0,2,0,0,0,0,0
107,國立,實用技能學程,商業與管理群,45,0,1,1,0,0,0,0
107,國立,實用技能學程,設計群,42,2,0,3,0,0,0,3
107,國立,實用技能學程,食品群,17,0,0,0,0,0,0,0
107,國立,實用技能學程,餐旅群,63,0,1,0,0,0,0,0
107,國立,實用技能學程,美容造型群,25,0,0,0,0,0,0,0
107,國立,進修部,學術群,303,0,0,0,0,0,0,70
107,國立,進修部,機械群,299,1,20,2,5,0,1,3
107,國立,進修部,動力機械群,173,1,10,1,0,0,0,0
107,國立,進修部,電機與電子群,327,3,13,5,5,0,0,1
107,國立,進修部,化工群,44,0,1,0,0,0,0,2
107,國立,進修部,土木與建築群,73,2,7,0,0,0,0,0
107,國立,進修部,商業與管理群,415,0,8,5,1,2,0,5
107,國立,進修部,外語群,60,0,0,0,0,0,0,0
107,國立,進修部,設計群,76,1,0,2,2,0,0,0
107,國立,進修部,食品群,29,0,1,1,0,0,0,1
107,國立,進修部,家政群,9,0,0,0,0,0,0,0
107,國立,進修部,餐旅群,17,0,1,0,0,0,0,0
107,私立,普通科,學術群,26118,36,89,17,1202,29,65,14
107,私立,專業群科,機械群,1809,4,66,18,7,5,0,2
107,私立,專業群科,動力機械群,4821,42,302,143,14,9,3,41
107,私立,專業群科,電機與電子群,7856,20,238,106,27,13,25,50
107,私立,專業群科,土木與建築群,176,0,2,0,1,0,0,1
107,私立,專業群科,商業與管理群,7155,8,91,62,33,16,12,20
107,私立,專業群科,外語群,5084,10,47,34,35,12,15,20
107,私立,專業群科,設計群,5821,25,54,66,66,14,10,15
107,私立,專業群科,食品群,170,1,3,6,0,1,0,3
107,私立,專業群科,家政群,5505,19,17,130,5,10,3,27
107,私立,專業群科,餐旅群,16745,77,399,415,77,31,72,99
107,私立,專業群科,海事群,51,2,2,0,0,0,0,2
107,私立,專業群科,藝術群,2790,22,41,36,68,6,23,13
107,私立,專業群科,家政群,0,0,0,0,0,0,0,0
107,私立,專業群科,綜合,392,33,2,61,2,8,0,9
107,私立,綜合高中,學術群,1196,5,6,1,46,0,3,1
107,私立,綜合高中,動力機械群,27,0,0,0,0,0,0,0
107,私立,綜合高中,電機與電子群,481,0,13,1,4,0,0,0
107,私立,綜合高中,化工群,160,0,0,0,0,0,0,0
107,私立,綜合高中,商業與管理群,861,1,10,1,4,1,1,1
107,私立,綜合高中,外語群,706,2,4,0,6,1,2,1
107,私立,綜合高中,設計群,386,0,2,1,5,0,0,2
107,私立,綜合高中,家政群,276,0,1,3,0,1,0,1
107,私立,綜合高中,餐旅群,760,0,14,16,1,1,3,2
107,私立,綜合高中,綜合,156,0,7,3,1,1,0,1
107,私立,實用技能學程,機械群,113,5,4,3,0,0,0,0
107,私立,實用技能學程,動力機械群,1184,12,108,74,4,3,1,5
107,私立,實用技能學程,電機與電子群,601,1,40,22,1,0,2,9
107,私立,實用技能學程,商業與管理群,611,3,14,45,3,0,0,2
107,私立,實用技能學程,農業群,31,1,3,0,0,0,0,0
107,私立,實用技能學程,食品群,223,0,11,17,0,3,1,0
107,私立,實用技能學程,餐旅群,3080,16,98,192,13,9,1,18
107,私立,實用技能學程,藝術群,46,1,0,1,0,0,0,0
107,私立,實用技能學程,美容造型群,969,19,7,75,7,5,0,5
107,私立,進修部,學術群,274,0,8,12,1,0,0,51
107,私立,進修部,機械群,87,0,9,6,0,0,0,0
107,私立,進修部,動力機械群,648,0,19,39,1,3,0,1
107,私立,進修部,電機與電子群,330,16,22,4,1,3,0,2
107,私立,進修部,商業與管理群,1290,4,51,80,15,10,7,57
107,私立,進修部,外語群,163,0,4,15,5,2,5,0
107,私立,進修部,設計群,369,0,2,19,0,0,2,5
107,私立,進修部,家政群,1114,7,9,55,2,3,0,13
107,私立,進修部,餐旅群,3202,19,78,160,9,13,0,49
